id	device	data	time_sent	time_saved
6326	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.07091904, ""pressure"": 99836.42188, ""humidity"": 39.82821655, ""iaq"": 200.0175171}"	2025-03-05 20:12:53	2025-03-05 20:12:54
6327	esp32/light	"{""analog_read"": 472, ""test_name"": ""DummyConst5""}"	2025-03-05 20:16:12	2025-03-05 20:16:13
6328	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.83524323, ""pressure"": 99858.70313, ""humidity"": 33.71976471, ""iaq"": 173.8050842}"	2025-03-05 20:17:51	2025-03-05 20:17:51
6329	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.08370209, ""pressure"": 99844.0625, ""humidity"": 39.86499405, ""iaq"": 197.2755737}"	2025-03-05 20:17:54	2025-03-05 20:17:54
6330	esp32/light	"{""analog_read"": 361, ""test_name"": ""DummyConst5""}"	2025-03-05 20:21:12	2025-03-05 20:21:13
6331	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.62708473, ""pressure"": 99863.71094, ""humidity"": 34.17047882, ""iaq"": 168.1615601}"	2025-03-05 20:22:52	2025-03-05 20:22:52
6332	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.06361961, ""pressure"": 99849.65625, ""humidity"": 40.09279251, ""iaq"": 191.6084747}"	2025-03-05 20:22:54	2025-03-05 20:22:54
6333	esp32/light	"{""analog_read"": 287, ""test_name"": ""DummyConst5""}"	2025-03-05 20:26:13	2025-03-05 20:26:13
6334	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.39858723, ""pressure"": 99863.51563, ""humidity"": 34.59993744, ""iaq"": 165.6672974}"	2025-03-05 20:27:52	2025-03-05 20:27:52
6335	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.87544823, ""pressure"": 99850.50781, ""humidity"": 39.98853683, ""iaq"": 185.7198181}"	2025-03-05 20:27:55	2025-03-05 20:27:55
6336	esp32/light	"{""analog_read"": 442, ""test_name"": ""DummyConst5""}"	2025-03-05 20:31:13	2025-03-05 20:31:13
6337	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.27194691, ""pressure"": 99870.32813, ""humidity"": 34.96210098, ""iaq"": 166.2518005}"	2025-03-05 20:32:52	2025-03-05 20:32:52
6338	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.76764107, ""pressure"": 99854.50781, ""humidity"": 39.5178833, ""iaq"": 172.6549377}"	2025-03-05 20:32:55	2025-03-05 20:32:55
6339	esp32/light	"{""analog_read"": 248, ""test_name"": ""DummyConst5""}"	2025-03-05 20:36:13	2025-03-05 20:36:13
6340	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 14.19553852, ""pressure"": 99881.24219, ""humidity"": 35.00690842, ""iaq"": 161.4364624}"	2025-03-05 20:37:53	2025-03-05 20:37:53
6341	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.71265984, ""pressure"": 99862.96875, ""humidity"": 39.16389465, ""iaq"": 160.8000488}"	2025-03-05 20:37:55	2025-03-05 20:37:56
6342	esp32/light	"{""analog_read"": 221, ""test_name"": ""DummyConst5""}"	2025-03-05 20:41:13	2025-03-05 20:41:13
6343	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.99496555, ""pressure"": 99886.8125, ""humidity"": 35.52004242, ""iaq"": 157.4214935}"	2025-03-05 20:42:53	2025-03-05 20:42:53
6344	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.68264389, ""pressure"": 99867.71094, ""humidity"": 39.05033875, ""iaq"": 154.4239655}"	2025-03-05 20:42:56	2025-03-05 20:42:56
6345	esp32/light	"{""analog_read"": 158, ""test_name"": ""DummyConst5""}"	2025-03-05 20:46:13	2025-03-05 20:46:13
6346	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.8629961, ""pressure"": 99888.55469, ""humidity"": 35.84341431, ""iaq"": 156.5157166}"	2025-03-05 20:47:53	2025-03-05 20:47:54
6347	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.66234016, ""pressure"": 99868.1875, ""humidity"": 39.07474136, ""iaq"": 152.6093292}"	2025-03-05 20:47:56	2025-03-05 20:47:56
6348	esp32/light	"{""analog_read"": 254, ""test_name"": ""DummyConst5""}"	2025-03-05 20:51:13	2025-03-05 20:51:13
6349	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.86578751, ""pressure"": 99886.79688, ""humidity"": 35.88693237, ""iaq"": 155.5416565}"	2025-03-05 20:52:54	2025-03-05 20:52:54
6350	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.71526146, ""pressure"": 99869.17969, ""humidity"": 41.3456192, ""iaq"": 147.611969}"	2025-03-05 20:52:57	2025-03-05 20:52:57
6351	esp32/light	"{""analog_read"": 472, ""test_name"": ""DummyConst5""}"	2025-03-05 20:56:13	2025-03-05 20:56:13
6352	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.78709412, ""pressure"": 99885.89844, ""humidity"": 36.02737045, ""iaq"": 151.6600952}"	2025-03-05 20:57:54	2025-03-05 20:57:54
6353	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.74280167, ""pressure"": 99871.53125, ""humidity"": 45.75039291, ""iaq"": 143.8106689}"	2025-03-05 20:57:57	2025-03-05 20:57:57
6354	esp32/light	"{""analog_read"": 254, ""test_name"": ""DummyConst5""}"	2025-03-05 21:01:13	2025-03-05 21:01:13
6355	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.62196541, ""pressure"": 99883.46094, ""humidity"": 36.27978134, ""iaq"": 147.7790527}"	2025-03-05 21:02:55	2025-03-05 21:02:55
6356	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.72522354, ""pressure"": 99872.23438, ""humidity"": 47.35193253, ""iaq"": 142.1098022}"	2025-03-05 21:02:57	2025-03-05 21:02:58
6357	esp32/light	"{""analog_read"": 160, ""test_name"": ""DummyConst5""}"	2025-03-05 21:06:13	2025-03-05 21:06:13
6358	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.51268482, ""pressure"": 99884.8125, ""humidity"": 36.63077545, ""iaq"": 148.6231079}"	2025-03-05 21:07:55	2025-03-05 21:07:55
6359	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.71776581, ""pressure"": 99868.67188, ""humidity"": 47.75267792, ""iaq"": 141.7273254}"	2025-03-05 21:07:58	2025-03-05 21:07:58
6360	esp32/light	"{""analog_read"": 454, ""test_name"": ""DummyConst5""}"	2025-03-05 21:11:13	2025-03-05 21:11:13
6361	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.38829994, ""pressure"": 99887.97656, ""humidity"": 36.75139618, ""iaq"": 154.1578979}"	2025-03-05 21:12:56	2025-03-05 21:12:56
6362	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.69019699, ""pressure"": 99874.1875, ""humidity"": 47.41965485, ""iaq"": 141.8990479}"	2025-03-05 21:12:58	2025-03-05 21:12:58
6363	esp32/light	"{""analog_read"": 188, ""test_name"": ""DummyConst5""}"	2025-03-05 21:16:13	2025-03-05 21:16:14
6364	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.15748787, ""pressure"": 99891.04688, ""humidity"": 37.32884979, ""iaq"": 158.4836578}"	2025-03-05 21:17:56	2025-03-05 21:17:56
6365	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.66491127, ""pressure"": 99878.99219, ""humidity"": 46.58983231, ""iaq"": 142.4815369}"	2025-03-05 21:17:59	2025-03-05 21:17:59
6366	esp32/light	"{""analog_read"": 381, ""test_name"": ""DummyConst5""}"	2025-03-05 21:21:13	2025-03-05 21:21:14
6367	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 13.06112003, ""pressure"": 99894.17969, ""humidity"": 37.63832855, ""iaq"": 165.6797485}"	2025-03-05 21:22:56	2025-03-05 21:22:56
6368	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.63994217, ""pressure"": 99880.50781, ""humidity"": 45.98321915, ""iaq"": 141.6413727}"	2025-03-05 21:22:59	2025-03-05 21:22:59
6369	esp32/light	"{""analog_read"": 304, ""test_name"": ""DummyConst5""}"	2025-03-05 21:26:13	2025-03-05 21:26:14
6370	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.8831749, ""pressure"": 99902.10156, ""humidity"": 38.08290482, ""iaq"": 166.4577332}"	2025-03-05 21:27:57	2025-03-05 21:27:57
6371	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.62474632, ""pressure"": 99883.23438, ""humidity"": 45.41685486, ""iaq"": 139.7940826}"	2025-03-05 21:27:59	2025-03-05 21:28:00
6372	esp32/light	"{""analog_read"": 299, ""test_name"": ""DummyConst5""}"	2025-03-05 21:31:14	2025-03-05 21:31:14
6373	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.72829628, ""pressure"": 99903.15625, ""humidity"": 38.45861053, ""iaq"": 182.1684265}"	2025-03-05 21:32:57	2025-03-05 21:32:57
6374	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.78049088, ""pressure"": 99887.14063, ""humidity"": 45.61843109, ""iaq"": 141.4196167}"	2025-03-05 21:33:00	2025-03-05 21:33:00
6375	esp32/light	"{""analog_read"": 281, ""test_name"": ""DummyConst5""}"	2025-03-05 21:36:14	2025-03-05 21:36:14
6376	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.67019749, ""pressure"": 99905.90625, ""humidity"": 38.50639343, ""iaq"": 217.9767609}"	2025-03-05 21:37:57	2025-03-05 21:37:58
6377	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.87551117, ""pressure"": 99889.19531, ""humidity"": 44.6140976, ""iaq"": 140.4056244}"	2025-03-05 21:38:00	2025-03-05 21:38:00
6378	esp32/light	"{""analog_read"": 264, ""test_name"": ""DummyConst5""}"	2025-03-05 21:41:14	2025-03-05 21:41:14
6379	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.5508585, ""pressure"": 99916.54688, ""humidity"": 38.88106918, ""iaq"": 195.0905762}"	2025-03-05 21:42:58	2025-03-05 21:42:58
6380	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.89571953, ""pressure"": 99896.55469, ""humidity"": 44.31320572, ""iaq"": 139.6288452}"	2025-03-05 21:43:01	2025-03-05 21:43:01
6381	esp32/light	"{""analog_read"": 412, ""test_name"": ""DummyConst5""}"	2025-03-05 21:46:14	2025-03-05 21:46:14
6382	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.52268124, ""pressure"": 99916.22656, ""humidity"": 38.96994781, ""iaq"": 164.2585907}"	2025-03-05 21:47:58	2025-03-05 21:47:58
6383	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.91301346, ""pressure"": 99898.21875, ""humidity"": 43.90501785, ""iaq"": 137.4689789}"	2025-03-05 21:48:01	2025-03-05 21:48:01
6384	esp32/light	"{""analog_read"": 175, ""test_name"": ""DummyConst5""}"	2025-03-05 21:51:14	2025-03-05 21:51:14
6385	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.4745779, ""pressure"": 99922.69531, ""humidity"": 39.19730759, ""iaq"": 168.3464355}"	2025-03-05 21:52:59	2025-03-05 21:52:59
6386	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.8979435, ""pressure"": 99904.44531, ""humidity"": 43.70175552, ""iaq"": 136.537323}"	2025-03-05 21:53:02	2025-03-05 21:53:02
6387	esp32/light	"{""analog_read"": 240, ""test_name"": ""DummyConst5""}"	2025-03-05 21:56:14	2025-03-05 21:56:14
6388	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.39344311, ""pressure"": 99926.82813, ""humidity"": 39.38175201, ""iaq"": 178.9819641}"	2025-03-05 21:57:59	2025-03-05 21:57:59
6389	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.8929615, ""pressure"": 99908.39063, ""humidity"": 43.43468094, ""iaq"": 135.3518066}"	2025-03-05 21:58:02	2025-03-05 21:58:02
6390	esp32/light	"{""analog_read"": 460, ""test_name"": ""DummyConst5""}"	2025-03-05 22:01:14	2025-03-05 22:01:14
6391	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 12.1317606, ""pressure"": 99927.52344, ""humidity"": 39.97000885, ""iaq"": 165.0151367}"	2025-03-05 22:03:00	2025-03-05 22:03:00
6392	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.90800095, ""pressure"": 99908.94531, ""humidity"": 43.1164093, ""iaq"": 132.2544861}"	2025-03-05 22:03:02	2025-03-05 22:03:03
6393	esp32/light	"{""analog_read"": 407, ""test_name"": ""DummyConst5""}"	2025-03-05 22:06:14	2025-03-05 22:06:14
6394	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.91624641, ""pressure"": 99922.48438, ""humidity"": 40.47439194, ""iaq"": 160.7752838}"	2025-03-05 22:08:00	2025-03-05 22:08:00
6395	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.82528877, ""pressure"": 99904.10938, ""humidity"": 42.99845123, ""iaq"": 131.4750977}"	2025-03-05 22:08:03	2025-03-05 22:08:03
6396	esp32/light	"{""analog_read"": 328, ""test_name"": ""DummyConst5""}"	2025-03-05 22:11:14	2025-03-05 22:11:14
6397	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.83730125, ""pressure"": 99924.67188, ""humidity"": 40.69872665, ""iaq"": 150.9782715}"	2025-03-05 22:13:00	2025-03-05 22:13:00
6398	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.14385796, ""pressure"": 99908.14063, ""humidity"": 43.12010193, ""iaq"": 128.5586243}"	2025-03-05 22:13:03	2025-03-05 22:13:03
6399	esp32/light	"{""analog_read"": 446, ""test_name"": ""DummyConst5""}"	2025-03-05 22:16:14	2025-03-05 22:16:14
6400	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.7943058, ""pressure"": 99919.96875, ""humidity"": 40.53710938, ""iaq"": 140.7723846}"	2025-03-05 22:18:01	2025-03-05 22:18:01
6401	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 26.14134979, ""pressure"": 99904.8125, ""humidity"": 44.10099792, ""iaq"": 125.9018936}"	2025-03-05 22:18:04	2025-03-05 22:18:04
6402	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 22:21:14	2025-03-05 22:21:14
6403	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.69286346, ""pressure"": 99924.16406, ""humidity"": 40.76177597, ""iaq"": 145.4167786}"	2025-03-05 22:23:01	2025-03-05 22:23:01
6404	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.79292679, ""pressure"": 99907.17969, ""humidity"": 44.75156784, ""iaq"": 127.2707214}"	2025-03-05 22:23:04	2025-03-05 22:23:04
6405	esp32/light	"{""analog_read"": 21, ""test_name"": ""DummyConst5""}"	2025-03-05 22:26:14	2025-03-05 22:26:15
6406	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.61905956, ""pressure"": 99927.20313, ""humidity"": 41.01779556, ""iaq"": 151.499115}"	2025-03-05 22:28:01	2025-03-05 22:28:02
6407	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.72766495, ""pressure"": 99910.39844, ""humidity"": 44.84853363, ""iaq"": 125.997963}"	2025-03-05 22:28:04	2025-03-05 22:28:05
6408	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 22:31:14	2025-03-05 22:31:15
6409	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.43115234, ""pressure"": 99932.11719, ""humidity"": 41.64795685, ""iaq"": 156.7145081}"	2025-03-05 22:33:02	2025-03-05 22:33:02
6410	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.66989326, ""pressure"": 99915.53125, ""humidity"": 44.20268631, ""iaq"": 123.3250351}"	2025-03-05 22:33:05	2025-03-05 22:33:05
6411	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 22:36:14	2025-03-05 22:36:15
6412	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 11.17483616, ""pressure"": 99935.72656, ""humidity"": 42.2715683, ""iaq"": 162.9103699}"	2025-03-05 22:38:02	2025-03-05 22:38:02
6413	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.5796299, ""pressure"": 99917.14844, ""humidity"": 43.98442459, ""iaq"": 122.2140579}"	2025-03-05 22:38:05	2025-03-05 22:38:05
6414	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 22:41:14	2025-03-05 22:41:15
6415	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.99708176, ""pressure"": 99937.48438, ""humidity"": 42.68308258, ""iaq"": 164.2508545}"	2025-03-05 22:43:03	2025-03-05 22:43:03
6416	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.53717995, ""pressure"": 99919.375, ""humidity"": 43.90343857, ""iaq"": 119.9568176}"	2025-03-05 22:43:06	2025-03-05 22:43:06
6417	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 22:46:15	2025-03-05 22:46:15
6418	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.95135975, ""pressure"": 99937, ""humidity"": 42.55981064, ""iaq"": 168.5808716}"	2025-03-05 22:48:03	2025-03-05 22:48:03
6419	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.45180321, ""pressure"": 99916.32031, ""humidity"": 43.80193329, ""iaq"": 119.2258453}"	2025-03-05 22:48:06	2025-03-05 22:48:06
6420	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 22:51:15	2025-03-05 22:51:15
6421	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.89818001, ""pressure"": 99940.73438, ""humidity"": 42.63829041, ""iaq"": 165.7506104}"	2025-03-05 22:53:03	2025-03-05 22:53:04
6422	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.40421295, ""pressure"": 99918.47656, ""humidity"": 43.5472641, ""iaq"": 116.6632996}"	2025-03-05 22:53:06	2025-03-05 22:53:07
6423	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 22:56:15	2025-03-05 22:56:15
6424	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.70770454, ""pressure"": 99942.34375, ""humidity"": 43.1921463, ""iaq"": 157.8460846}"	2025-03-05 22:58:04	2025-03-05 22:58:04
6425	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.37670708, ""pressure"": 99920.32813, ""humidity"": 43.3734436, ""iaq"": 115.2093506}"	2025-03-05 22:58:07	2025-03-05 22:58:07
6426	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 23:01:15	2025-03-05 23:01:15
6427	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.55051327, ""pressure"": 99948.60156, ""humidity"": 43.72126389, ""iaq"": 160.4716339}"	2025-03-05 23:03:04	2025-03-05 23:03:04
6428	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.3367939, ""pressure"": 99924.38281, ""humidity"": 43.15081406, ""iaq"": 113.7146912}"	2025-03-05 23:03:07	2025-03-05 23:03:07
6429	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 23:06:15	2025-03-05 23:06:15
6430	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.38028145, ""pressure"": 99954.25781, ""humidity"": 44.12125778, ""iaq"": 159.7249756}"	2025-03-05 23:08:05	2025-03-05 23:08:05
6431	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.31173134, ""pressure"": 99932.82031, ""humidity"": 43.07540512, ""iaq"": 112.9239502}"	2025-03-05 23:08:08	2025-03-05 23:08:08
6432	esp32/light	"{""analog_read"": 22, ""test_name"": ""DummyConst5""}"	2025-03-05 23:11:15	2025-03-05 23:11:15
6433	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.21782398, ""pressure"": 99958.33594, ""humidity"": 44.40094757, ""iaq"": 159.4583435}"	2025-03-05 23:13:05	2025-03-05 23:13:05
6434	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.27137375, ""pressure"": 99935.24219, ""humidity"": 42.76359558, ""iaq"": 110.5582047}"	2025-03-05 23:13:08	2025-03-05 23:13:08
6435	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 23:16:15	2025-03-05 23:16:15
6436	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.17226028, ""pressure"": 99963.32031, ""humidity"": 44.65270233, ""iaq"": 161.7453003}"	2025-03-05 23:18:06	2025-03-05 23:18:06
6437	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.25897026, ""pressure"": 99941.10938, ""humidity"": 42.90276337, ""iaq"": 109.1784821}"	2025-03-05 23:18:08	2025-03-05 23:18:09
6438	esp32/light	"{""analog_read"": 21, ""test_name"": ""DummyConst5""}"	2025-03-05 23:21:15	2025-03-05 23:21:15
6439	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.0604763, ""pressure"": 99961.23438, ""humidity"": 44.8505249, ""iaq"": 158.782196}"	2025-03-05 23:23:06	2025-03-05 23:23:06
6440	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.23127365, ""pressure"": 99939.85156, ""humidity"": 42.57531738, ""iaq"": 107.0944214}"	2025-03-05 23:23:09	2025-03-05 23:23:09
6441	esp32/light	"{""analog_read"": 24, ""test_name"": ""DummyConst5""}"	2025-03-05 23:26:15	2025-03-05 23:26:15
6442	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 10.00218773, ""pressure"": 99956.44531, ""humidity"": 44.76005173, ""iaq"": 167.4167938}"	2025-03-05 23:28:06	2025-03-05 23:28:06
6443	esp8266/inside	"{""test_name"": ""DummyConst5"", ""temperature"": 25.21376038, ""pressure"": 99935.45313, ""humidity"": 42.48803711, ""iaq"": 106.6667404}"	2025-03-05 23:28:09	2025-03-05 23:28:09
6444	esp32/light	"{""analog_read"": 23, ""test_name"": ""DummyConst5""}"	2025-03-05 23:31:15	2025-03-05 23:31:15
6445	esp8266/outside	"{""test_name"": ""DummyConst5"", ""temperature"": 9.872540474, ""pressure"": 99956.375, ""humidity"": 45.03805542, ""iaq"": 154.0295105}"	2025-03-05 23:33:07	2025-03-05 23:33:07
